FID,title,description,category,price,length,rating,actors
754,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,Comedy,2.99,150,PG-13,"JOHNNY CAGE, MILLA PECK, NICK WAHLBERG, HARRISON BALE, FAY WOOD, HENRY BERRY, PENELOPE PINKETT"
755,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,Children,4.99,99,PG,"KEVIN BLOOM, CHRISTIAN AKROYD, CHRIS DEPP, MEG HAWKE"
756,SADDLE ANTITRUST,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,Comedy,2.99,80,PG-13,"BOB FAWCETT, MINNIE KILMER, ADAM HOPPER"
757,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,Documentary,2.99,106,G,"FRANCES DAY-LEWIS, ALAN DREYFUSS, IAN TANDY, MORGAN MCDORMAND, MEG HAWKE, SEAN WILLIAMS, LUCILLE TRACY"
758,SAINTS BRIDE,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,Drama,2.99,125,G,"RIP CRAWFORD, SUSAN DAVIS, MORGAN WILLIAMS, MENA HOPPER, GROUCHO WILLIAMS, JON CHASE, REESE WEST, MARY KEITEL, GRACE MOSTEL, FRED COSTNER"
759,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,New,2.99,73,R,"CATE MCQUEEN, VIVIEN BERGEN, JADA RYDER, SPENCER DEPP"
760,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,New,2.99,110,G,"GREG CHAPLIN, ANGELINA ASTAIRE"
761,SANTA PARIS,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,Children,2.99,154,PG,"KENNETH PALTROW, SCARLETT DAMON, MINNIE ZELLWEGER, RUSSELL TEMPLE, OLYMPIA PFEIFFER, MICHAEL BOLGER"
762,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,Games,0.99,154,G,"GROUCHO SINATRA, ANGELA WITHERSPOON, LISA MONROE"
763,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,Sports,4.99,75,G,"JOHN SUVARI, KEVIN GARLAND, GROUCHO DUNST, CAMERON WRAY, GENE MCKELLEN"
764,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,Sports,4.99,150,G,"BURT POSEY, BEN WILLIS, JAMES PITT, GRETA KEITEL, MENA HOPPER, GENE MCKELLEN, VIVIEN BERGEN, RIP CRAWFORD, PENELOPE PINKETT"
765,SATURN NAME,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,Comedy,4.99,182,R,"ANGELINA ASTAIRE, CHRIS BRIDGES"
766,SAVANNAH TOWN,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,Drama,0.99,84,PG-13,"MINNIE KILMER, JESSICA BAILEY, CHRISTIAN NEESON, PARKER GOLDBERG, SANDRA KILMER, GRACE MOSTEL"
767,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,Music,4.99,183,NC-17,"JUDE CRUISE, CHRIS DEPP, REESE KILMER, CHRISTIAN NEESON, GROUCHO SINATRA"
768,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,Children,4.99,102,PG-13,"ELLEN PRESLEY, PARKER GOLDBERG, RENEE BALL, CATE HARRIS, EMILY DEE, BEN HARRIS, IAN TANDY"
769,SCHOOL JACKET,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,Foreign,4.99,151,PG-13,"MAE HOFFMAN, ED GUINESS, MATTHEW JOHANSSON, DAN HARRIS, MARY TANDY, CHRIS DEPP, JAYNE SILVERSTONE, REESE WEST"
770,SCISSORHANDS SLUMS,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,Foreign,2.99,147,G,"GRACE MOSTEL, JANE JACKMAN, JULIA BARRYMORE, ROCK DUKAKIS, HELEN VOIGHT"
771,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,Drama,4.99,137,NC-17,"SEAN GUINESS, LIZA BERGMAN, KEVIN GARLAND, GROUCHO WILLIAMS, BOB FAWCETT, MATTHEW JOHANSSON, HENRY BERRY, JULIA MCQUEEN"
772,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,Drama,2.99,80,PG,"DUSTIN TAUTOU, RUSSELL BACALL, CATE HARRIS, EMILY DEE, WILLIAM HACKMAN, HUMPHREY GARLAND, GARY PENN, GOLDIE BRODY"
773,SEABISCUIT PUNK,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,Sports,2.99,112,NC-17,"ROCK DUKAKIS, SEAN WILLIAMS, ADAM GRANT"
774,SEARCHERS WAIT,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,Comedy,2.99,182,NC-17,"ROCK DUKAKIS, CATE MCQUEEN, GINA DEGENERES, SUSAN DAVIS"
775,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,Drama,4.99,110,PG-13,"SCARLETT BENING, FAY WOOD, GREGORY GOODING, MILLA PECK, KENNETH TORN, ELVIS MARX"
776,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,Documentary,4.99,90,PG,"FAY KILMER, MAE HOFFMAN, ANGELA WITHERSPOON"
777,SECRETARY ROUGE,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,Sports,4.99,158,PG,"JULIA BARRYMORE, ELLEN PRESLEY, CAMERON ZELLWEGER, JAYNE NOLTE, JEFF SILVERSTONE, BEN WILLIS"
778,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,Family,4.99,109,G,"GENE WILLIS, REESE KILMER, KENNETH HOFFMAN, WHOOPI HURT, RENEE TRACY, WILLIAM HACKMAN"
779,SENSE GREEK,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,Sports,4.99,54,R,"AUDREY OLIVIER, JODIE DEGENERES, SPENCER DEPP, AL GARLAND, OLYMPIA PFEIFFER, RENEE BALL, FRED COSTNER"
780,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,Family,4.99,98,PG,"GROUCHO DUNST, LIZA BERGMAN, MICHAEL BENING, BURT POSEY, MILLA KEITEL, CHRISTIAN NEESON"
781,SEVEN SWARM,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,Games,4.99,127,R,"ANGELINA ASTAIRE, DAN HARRIS, CAMERON WRAY, GINA DEGENERES, ED MANSFIELD, JAYNE SILVERSTONE, CAMERON STREEP"
782,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,Sports,2.99,60,PG-13,"RUSSELL TEMPLE, CHRISTIAN GABLE, SANDRA KILMER, JAMES PITT, CHRIS BRIDGES, WARREN JACKMAN"
783,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,Travel,2.99,93,PG,"CUBA OLIVIER, RENEE TRACY, HENRY BERRY"
784,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,Travel,2.99,47,PG,"DAN STREEP, BEN WILLIS, HENRY BERRY, NICK STALLONE, JODIE DEGENERES, LUCILLE TRACY, JULIA FAWCETT, LAURA BRODY"
785,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,Travel,4.99,80,PG,"JULIA FAWCETT, BOB FAWCETT, RENEE TRACY, VAL BOLGER, KENNETH PESCI, SYLVESTER DERN, SCARLETT BENING, ANGELA WITHERSPOON, IAN TANDY, CHRISTOPHER WEST"
786,SHEPHERD MIDSUMMER,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,Children,0.99,113,R,"WARREN JACKMAN, JULIANNE DENCH, OPRAH KILMER, MERYL ALLEN, SYLVESTER DERN"
787,SHINING ROSES,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,Travel,0.99,125,G,"SUSAN DAVIS, CATE HARRIS, HUMPHREY GARLAND, JULIA BARRYMORE, WOODY JOLIE"
788,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,Documentary,2.99,104,R,"KENNETH TORN, RALPH CRUZ, AUDREY OLIVIER, MAE HOFFMAN, CUBA BIRCH, NICK DEGENERES, WARREN JACKMAN, CUBA ALLEN"
789,SHOCK CABIN,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,Foreign,2.99,79,PG-13,LAURA BRODY
790,SHOOTIST SUPERFLY,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,Drama,0.99,67,PG-13,"WOODY HOFFMAN, JULIA BARRYMORE, FAY KILMER"
791,SHOW LORD,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,Documentary,4.99,167,PG-13,"KEVIN GARLAND, KENNETH PALTROW"
792,SHREK LICENSE,A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat,Foreign,2.99,154,PG-13,"FRANCES DAY-LEWIS, RIVER DEAN, EMILY DEE"
793,SHRUNK DIVINE,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,Action,2.99,139,R,"SISSY SOBIESKI, MARY TANDY, TOM MCKELLEN, WOODY HOFFMAN"
794,SIDE ARK,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,Action,0.99,52,G,"HELEN VOIGHT, JAYNE SILVERSTONE, LAURENCE BULLOCK, CHRIS DEPP, JADA RYDER, AUDREY OLIVIER"
795,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,Family,0.99,111,R,"CUBA OLIVIER, RIP CRAWFORD, NATALIE HOPKINS, DAN HARRIS, SIDNEY CROWE, SALMA NOLTE, BELA WALKEN"
796,SIERRA DIVIDE,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,Sports,0.99,135,NC-17,"WALTER TORN, MARY KEITEL, RUSSELL BACALL, GINA DEGENERES, JIM MOSTEL"
797,SILENCE KANE,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,Music,0.99,67,R,"SANDRA PECK, REESE KILMER, MICHAEL BENING, RENEE TRACY"
798,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,Sci-Fi,4.99,74,PG,"TOM MIRANDA, AL GARLAND, JANE JACKMAN, JENNIFER DAVIS, KIRSTEN PALTROW"
799,SIMON NORTH,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,Horror,0.99,51,NC-17,"JOHNNY CAGE, JODIE DEGENERES, VIVIEN BASINGER"
800,SINNERS ATLANTIS,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,Horror,2.99,126,PG-13,"CHRISTIAN AKROYD, HELEN VOIGHT, LAURA BRODY, LAURENCE BULLOCK"
801,SISTER FREDDY,A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia,Children,4.99,152,PG-13,"GREGORY GOODING, HUMPHREY WILLIS, SUSAN DAVIS"
802,SKY MIRACLE,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,Action,2.99,132,PG,"AUDREY BAILEY, JON CHASE, LAURENCE BULLOCK, LAURA BRODY, GRETA MALDEN, MERYL GIBSON, WALTER TORN, KIRSTEN AKROYD, WOODY JOLIE, SISSY SOBIESKI, ELVIS MARX, WARREN JACKMAN"
804,SLEEPING SUSPECTS,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,Horror,4.99,129,PG-13,"WILL WILSON, MILLA KEITEL, SANDRA KILMER, KIRSTEN PALTROW"
805,SLEEPLESS MONSOON,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,Animation,4.99,64,G,"JULIA MCQUEEN, GRACE MOSTEL, HENRY BERRY, DARYL CRAWFORD"
806,SLEEPY JAPANESE,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,New,2.99,137,PG,"GRACE MOSTEL, ED MANSFIELD, RICHARD PENN, ADAM HOPPER, AUDREY BAILEY, MARY KEITEL"
807,SLEUTH ORIENT,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,Games,0.99,87,NC-17,"RALPH CRUZ, CHRISTOPHER BERRY, MORGAN MCDORMAND, HARVEY HOPE, AL GARLAND, WILL WILSON, BURT TEMPLE"
808,SLING LUKE,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,Classics,0.99,84,R,"DAN TORN, GREG CHAPLIN, ED MANSFIELD"
809,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,Sports,0.99,156,PG-13,"JAMES PITT, CAMERON WRAY, GRETA KEITEL, JANE JACKMAN, AL GARLAND, JEFF SILVERSTONE, MICHAEL BENING"
810,SLUMS DUCK,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,Family,0.99,147,PG,"REESE KILMER, WALTER TORN, RUSSELL TEMPLE"
811,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,Travel,2.99,60,G,"JOE SWANK, JEFF SILVERSTONE, JOHNNY LOLLOBRIGIDA, NICK WAHLBERG, ED GUINESS, RUSSELL TEMPLE, GROUCHO SINATRA, ANNE CRONYN"
812,SMOKING BARBARELLA,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,Documentary,0.99,50,PG-13,"MINNIE ZELLWEGER, CARMEN HUNT, ALEC WAYNE, KARL BERRY, VIVIEN BASINGER, RENEE TRACY"
813,SMOOCHY CONTROL,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,Sports,0.99,184,R,"JAYNE SILVERSTONE, DARYL WAHLBERG"
814,SNATCH SLIPPER,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,Comedy,4.99,110,PG,"RITA REYNOLDS, SCARLETT BENING, CATE MCQUEEN"
815,SNATCHERS MONTEZUMA,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,Classics,2.99,74,PG-13,"BELA WALKEN, ROCK DUKAKIS, KENNETH HOFFMAN, SPENCER DEPP, FAY KILMER, GOLDIE BRODY, REESE WEST, JOE SWANK, TIM HACKMAN"
816,SNOWMAN ROLLERCOASTER,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,Animation,0.99,62,G,"UMA WOOD, MATTHEW CARREY, WOODY HOFFMAN"
817,SOLDIERS EVOLUTION,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,Sci-Fi,4.99,185,R,"MARY KEITEL, UMA WOOD, JOHNNY LOLLOBRIGIDA, MINNIE KILMER, RUSSELL BACALL, ED GUINESS, SEAN GUINESS, JUDY DEAN, CUBA OLIVIER"
818,SOMETHING DUCK,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,Drama,4.99,180,NC-17,"MICHAEL BOLGER, LAURA BRODY, ED MANSFIELD"
819,SONG HEDWIG,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,Music,0.99,165,PG-13,"KENNETH PESCI, DEBBIE AKROYD, JOHN SUVARI, GREGORY GOODING, KEVIN GARLAND"
820,SONS INTERVIEW,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,Animation,2.99,184,NC-17,"CUBA BIRCH, JEFF SILVERSTONE, HUMPHREY WILLIS, WHOOPI HURT, PARKER GOLDBERG, SANDRA KILMER"
821,SORORITY QUEEN,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,Foreign,0.99,184,NC-17,"BEN HARRIS, RIVER DEAN, CATE HARRIS, RIP CRAWFORD"
822,SOUP WISDOM,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,Family,0.99,169,R,"MATTHEW LEIGH, KIM ALLEN"
823,SOUTH WAIT,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,Action,2.99,143,R,"GARY PENN, MICHELLE MCCONAUGHEY"
824,SPARTACUS CHEAPER,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,Family,4.99,52,NC-17,"CHRIS BRIDGES, JEFF SILVERSTONE, VIVIEN BASINGER"
825,SPEAKEASY DATE,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,Action,2.99,165,PG-13,"HARVEY HOPE, KIRSTEN AKROYD, NICK STALLONE"
826,SPEED SUIT,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,Travel,4.99,124,PG-13,"BETTE NICHOLSON, WILL WILSON, SANDRA KILMER, CHRIS DEPP, DARYL CRAWFORD, MEG HAWKE"
827,SPICE SORORITY,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,Drama,4.99,141,NC-17,"KIRK JOVOVICH, ED CHASE, WOODY HOFFMAN, TOM MCKELLEN, FAY KILMER, MORGAN MCDORMAND, MICHAEL BENING, GENE MCKELLEN, SCARLETT DAMON, JON CHASE, GREGORY GOODING"
828,SPIKING ELEMENT,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,Classics,2.99,79,G,"DARYL WAHLBERG, BURT TEMPLE, DEBBIE AKROYD, WILLIAM HACKMAN, WALTER TORN, SUSAN DAVIS"
829,SPINAL ROCKY,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,Family,2.99,138,PG-13,"RUSSELL BACALL, CATE HARRIS, CAMERON STREEP, PARKER GOLDBERG, NATALIE HOPKINS, MARY TANDY, CHRISTOPHER BERRY, CHRIS BRIDGES"
830,SPIRIT FLINTSTONES,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,Horror,0.99,149,R,"GREGORY GOODING, JAMES PITT, HENRY BERRY, PARKER GOLDBERG, JULIA MCQUEEN, MICHAEL BENING, VIVIEN BASINGER, RIVER DEAN, WHOOPI HURT, PENELOPE MONROE, SPENCER PECK"
831,SPIRITED CASUALTIES,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,Sci-Fi,0.99,138,PG-13,"GOLDIE BRODY, RENEE TRACY, GINA DEGENERES, SIDNEY CROWE, CHRISTIAN NEESON"
832,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,Family,0.99,175,PG,"JENNIFER DAVIS, UMA WOOD, CAMERON STREEP, CHRISTIAN NEESON, RAY JOHANSSON, GENE WILLIS, MORGAN WILLIAMS, HUMPHREY WILLIS, AL GARLAND, PENELOPE GUINESS"
833,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,Children,0.99,134,R,"SANDRA KILMER, KIRK JOVOVICH, ADAM GRANT, BEN WILLIS, CHARLIZE DENCH, BELA WALKEN, GROUCHO WILLIAMS, CHRISTOPHER WEST, AL GARLAND, UMA WOOD"
834,SPOILERS HELLFIGHTERS,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,Documentary,0.99,151,G,"GREGORY GOODING, BURT TEMPLE, HUMPHREY WILLIS, DARYL CRAWFORD, MILLA KEITEL, MICHELLE MCCONAUGHEY, RIP WINSLET"
835,SPY MILE,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,Games,2.99,112,PG-13,"ELLEN PRESLEY, GRETA MALDEN, WHOOPI HURT, SIDNEY CROWE, JIM MOSTEL, HENRY BERRY, JOHNNY CAGE, WOODY HOFFMAN"
836,SQUAD FISH,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,Sports,2.99,136,PG,"MATTHEW CARREY, AUDREY OLIVIER, PARKER GOLDBERG, MILLA KEITEL, FRANCES TOMEI"
837,STAGE WORLD,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,Comedy,2.99,85,PG,"BELA WALKEN, WALTER TORN"
838,STAGECOACH ARMAGEDDON,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,Action,4.99,112,R,"WOODY JOLIE, MORGAN HOPKINS, KIRSTEN AKROYD, KARL BERRY, SANDRA PECK, SEAN GUINESS"
839,STALLION SUNDANCE,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,Sci-Fi,0.99,130,PG-13,"KEVIN GARLAND, KENNETH PESCI, WOODY JOLIE, RIP WINSLET, JON CHASE, TOM MCKELLEN, VAL BOLGER"
840,STAMPEDE DISTURBING,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,Games,0.99,75,R,"CATE HARRIS, VIVIEN BASINGER, NATALIE HOPKINS, MAE HOFFMAN, RIP WINSLET, VAL BOLGER"
841,STAR OPERATION,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,Sports,2.99,181,PG,"WILL WILSON, SUSAN DAVIS, JOHNNY LOLLOBRIGIDA, MORGAN WILLIAMS, MORGAN MCDORMAND"
842,STATE WASTELAND,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,Games,2.99,113,NC-17,"DAN TORN, MERYL GIBSON, JADA RYDER, ED MANSFIELD, PENELOPE PINKETT, SANDRA KILMER, WILLIAM HACKMAN"
843,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,Classics,4.99,143,NC-17,"JAMES PITT, UMA WOOD, MARY KEITEL"
844,STEERS ARMAGEDDON,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,Sports,4.99,140,PG,"OPRAH KILMER, DAN HARRIS, DAN STREEP, FAY WOOD"
845,STEPMOM DREAM,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,Foreign,4.99,48,NC-17,"DEBBIE AKROYD, MICHAEL BOLGER, WALTER TORN, ANGELA WITHERSPOON"
846,STING PERSONAL,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,New,4.99,93,NC-17,"KEVIN GARLAND, HARRISON BALE, SPENCER DEPP, GENE WILLIS, AUDREY OLIVIER, GRACE MOSTEL, BEN HARRIS"
847,STOCK GLASS,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,New,2.99,160,PG,"KENNETH HOFFMAN, JEFF SILVERSTONE, CAMERON ZELLWEGER, LIZA BERGMAN, GARY PHOENIX, VIVIEN BERGEN, MINNIE KILMER"
848,STONE FIRE,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,Travel,0.99,94,G,MILLA KEITEL
849,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,Animation,0.99,57,NC-17,"GREGORY GOODING, ROCK DUKAKIS, OLYMPIA PFEIFFER, KENNETH HOFFMAN, IAN TANDY, CATE HARRIS, GINA DEGENERES, CHRISTOPHER BERRY"
850,STORY SIDE,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,Action,0.99,163,R,"SPENCER DEPP, HARVEY HOPE, RUSSELL CLOSE, ZERO CAGE, ANGELINA ASTAIRE"
851,STRAIGHT HOURS,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,Sports,0.99,151,R,"BURT TEMPLE, DAN HARRIS, HUMPHREY WILLIS"
852,STRANGELOVE DESIRE,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,Children,0.99,103,NC-17,"RAY JOHANSSON, MICHAEL BENING, ALAN DREYFUSS, JUDE CRUISE, CUBA ALLEN, WALTER TORN, GROUCHO SINATRA, ANGELA HUDSON, ED GUINESS"
853,STRANGER STRANGERS,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,Children,4.99,139,G,"CUBA BIRCH, HELEN VOIGHT, AUDREY OLIVIER, VAL BOLGER, TOM MCKELLEN, DUSTIN TAUTOU, MAE HOFFMAN, MICHAEL BENING, SANDRA KILMER"
854,STRANGERS GRAFFITI,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,Horror,4.99,119,R,"ZERO CAGE, JULIA MCQUEEN, NICK STALLONE, SEAN WILLIAMS, JAYNE NOLTE"
855,STREAK RIDGEMONT,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,Documentary,0.99,132,PG-13,"SEAN GUINESS, SANDRA KILMER, DARYL WAHLBERG"
856,STREETCAR INTENTIONS,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,Horror,4.99,73,R,"LAURENCE BULLOCK, RUSSELL BACALL, ELLEN PRESLEY, MICHELLE MCCONAUGHEY, CHRISTIAN AKROYD, SANDRA KILMER, VIVIEN BERGEN"
857,STRICTLY SCARFACE,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,Comedy,2.99,144,PG-13,"DARYL CRAWFORD, GREG CHAPLIN, ALAN DREYFUSS, WHOOPI HURT"
858,SUBMARINE BED,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,Comedy,4.99,127,R,"SCARLETT BENING, GREGORY GOODING, MARY KEITEL, JENNIFER DAVIS, CHRISTIAN AKROYD, PENELOPE PINKETT, RALPH CRUZ, SEAN GUINESS, SIDNEY CROWE, GROUCHO DUNST, WARREN JACKMAN"
859,SUGAR WONKA,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,Animation,4.99,114,PG,"JADA RYDER, GINA DEGENERES, CHRISTOPHER BERRY, JON CHASE, MATTHEW JOHANSSON"
860,SUICIDES SILENCE,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,Sci-Fi,4.99,93,G,"RAY JOHANSSON, JULIANNE DENCH, FRANCES TOMEI"
861,SUIT WALLS,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,Games,4.99,111,R,"TOM MIRANDA, PENELOPE PINKETT, GENE HOPKINS, MORGAN MCDORMAND, JESSICA BAILEY"
